companyCode,companyName,sapDocNo,reference,sapDocType,bussinessArea,fiscalYear,postingPeriod,docChqDate,postingDate,amountInLocalCurrency,SOA,localCurrency,amountInDocumentCurrency,documentCurrency,discountBaseAmount,gstAmount,netAmount,withHoldingTaxBaseAmount,withHoldingTaxAmount,vendorCustomer,vendorCustomerName,tradingPartner,text,hdrText,InvSOReference,plant,purchasingDocument,deliveryNote,account,accountDescription,offsettingAccount,offsettingAccountName,grirOffsettingAccount,finalOffsettingAccount,finalOffsettingAccountName,wbsElement,postingKey,debitCredit,specialGLInd,reversalInd,clearingDocNo,clearingDate,entryDate,entryTime,nationalGST,grossAmountInLocalCurrency,deIndicator,poLine,entryLine
1000,Tata BlueScope Steel Ltd,100058209,,AB,1109,2019,4,7/31/2019,7/31/2019,463358.86,463358.86,INR,463358.86,INR,0,0,463358.86,0,0,312193,Tata Steel Limited ( Kalinganagar),,SI1904100019,,2316,,4700069343/172,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100058463,7/31/2019,8/1/2019,4:43:44 AM,0,0,,,2
1000,Tata BlueScope Steel Ltd,100082045,,AB,1101,2019,5,8/31/2019,8/31/2019,74051,74051,INR,74051,INR,0,0,74051,0,0,318999,Tata Steel Limited,,Short Payment Aug 19,,100082045,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,9/2/2019,8:27:51 AM,0,0,,,3
1000,Tata BlueScope Steel Ltd,100075998,,AB,1101,2019,5,8/26/2019,8/26/2019,-6259900,-6259900,INR,-6259900,INR,0,0,-6259900,0,0,309728,Tata Steel Ltd - Growth Shop,,,,100075998,,,,110000,Customer - Domestic,310300,Customer - Advance against Sale,,310300,Customer - Advance against Sale,0,17,H,,,100075998,8/26/2019,8/26/2019,5:45:08 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,113598,95004888,RV,1109,2019,12,3/3/2020,3/3/2020,444919,377050,INR,444919,INR,0,67869,377050,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,2525,,SI1904100055,,110000,Customer - Domestic,501020,Revenue DS - Sale of Services Domestic,,501020,Revenue DS - Sale of Services Domestic,0,1,S,,,,,3/3/2020,2:16:00 PM,0,0,,0,1
1000,Tata BlueScope Steel Ltd,113643,95004889,RV,1109,2019,12,3/5/2020,3/5/2020,570730.6,483670,INR,570730.6,INR,0,87060.6,483670,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,2525,,SI1904100056,,110000,Customer - Domestic,501020,Revenue DS - Sale of Services Domestic,,501020,Revenue DS - Sale of Services Domestic,0,1,S,,,,,3/5/2020,6:37:00 PM,0,0,,0,1
1000,Tata BlueScope Steel Ltd,1400006405,,DZ,1106,2019,6,9/30/2019,9/30/2019,-5496781.8,-5496781.8,INR,-5496781.8,INR,0,0,-5496781.8,0,0,305576,Tata Steel Ltd.,,IL36701909309640|HDFCR52019093,IL36701909309640|HDFCR520,1400006405,,,Receipt,310300,Customer - Advance against Sale,101105,Stanchart- Clearing Pune,,101105,Stanchart- Clearing Pune,0,19,H,A,,100122444,9/30/2019,10/1/2019,10:16:03 AM,0,0,,,2
1000,Tata BlueScope Steel Ltd,100882,SI1904100005,RV,1109,2019,1,4/26/2019,4/26/2019,651626.68,552226,INR,651626.68,INR,0,99400.68,552226,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,2316,,4700069343/172,,110000,Customer - Domestic,501020,Revenue DS - Sale of Services Domestic,,501020,Revenue DS - Sale of Services Domestic,0,1,S,,,100005107,4/30/2019,4/26/2019,6:30:04 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100057890,,AB,1109,2019,4,7/31/2019,7/31/2019,7696,7696,INR,7696,INR,0,0,7696,0,0,312193,Tata Steel Limited ( Kalinganagar),,TDS SI1904100016,,2316,,4700069343/172,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100173563,11/30/2019,7/31/2019,2:55:48 PM,0,0,,,4
1000,Tata BlueScope Steel Ltd,100078765,,AB,1108,2019,5,8/29/2019,8/29/2019,-210068.32,-210068.32,INR,-210068.32,INR,0,0,-210068.32,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100078765,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100078765,8/29/2019,8/29/2019,4:52:05 PM,0,0,,,8
1000,Tata BlueScope Steel Ltd,1400003713,,DZ,1106,2019,4,7/8/2019,7/8/2019,-844942.76,-844942.76,INR,-844942.76,INR,0,0,-844942.76,0,0,305576,Tata Steel Ltd.,,IL36701907081828|HDFCR52019070,IL36701907081828|HDFCR520,1400003713,,,Receipt,310300,Customer - Advance against Sale,101105,Stanchart- Clearing Pune,,101105,Stanchart- Clearing Pune,0,19,H,A,,100057905,7/31/2019,7/10/2019,6:32:35 AM,0,0,,,2
1000,Tata BlueScope Steel Ltd,100057905,,AB,1106,2019,4,7/31/2019,7/31/2019,3199939.56,3199939.56,INR,3199939.56,INR,0,0,3199939.56,0,0,305576,Tata Steel Ltd.,,,,100057905,,,,310300,Customer - Advance against Sale,310300,Customer - Advance against Sale,,310300,Customer - Advance against Sale,0,9,S,A,,100057905,7/31/2019,7/31/2019,3:53:06 PM,0,0,,,3
1000,Tata BlueScope Steel Ltd,100058185,,AB,1106,2019,4,7/31/2019,7/31/2019,774670,774670,INR,774670,INR,0,0,774670,0,0,305576,Tata Steel Ltd.,,,,100058185,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100058185,7/31/2019,8/1/2019,4:10:09 AM,0,0,,,2
1000,Tata BlueScope Steel Ltd,113741,95004891,RV,1109,2019,12,3/9/2020,3/9/2020,533737.6,452320,INR,533737.6,INR,0,81417.6,452320,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,2525,,SI1904100058,,110000,Customer - Domestic,501020,Revenue DS - Sale of Services Domestic,,501020,Revenue DS - Sale of Services Domestic,0,1,S,,,,,3/9/2020,4:29:00 PM,0,0,,0,1
1000,Tata BlueScope Steel Ltd,105301,CN1901100024,RV,1108,2019,4,7/31/2019,7/31/2019,-10620,-9000,INR,-10620,INR,0,-1620,-9000,0,0,312948,"Tata Steel Limited, �Wire Division",,,,60002464,,,,110000,Customer - Domestic,901000,Freight DS - Domestic,,901000,Freight DS - Domestic,0,11,H,,,100058213,7/31/2019,7/31/2019,12:57:07 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100116355,,AB,1108,2019,6,9/30/2019,9/30/2019,-735858.32,-735858.32,INR,-735858.32,INR,0,0,-735858.32,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100116355,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100116355,9/30/2019,9/30/2019,5:23:19 AM,0,0,,,6
1000,Tata BlueScope Steel Ltd,100081981,,AB,1101,2019,5,8/31/2019,8/31/2019,-2478000,-2478000,INR,-2478000,INR,0,0,-2478000,0,0,309728,Tata Steel Ltd - Growth Shop,,,,100081981,,,,110000,Customer - Domestic,310300,Customer - Advance against Sale,,310300,Customer - Advance against Sale,0,17,H,,,100081981,8/31/2019,9/2/2019,6:57:17 AM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100058228,,AB,1102,2019,4,7/31/2019,7/31/2019,-24754.04,-24754.04,INR,-24754.04,INR,0,0,-24754.04,0,0,315113,Tata Steel Limited,,,,100058228,,,,110000,Customer - Domestic,310300,Customer - Advance against Sale,,310300,Customer - Advance against Sale,0,17,H,,,100058228,7/31/2019,8/1/2019,5:01:56 AM,0,0,,,1
1000,Tata BlueScope Steel Ltd,1600000142,GST CREDIT ENTRY,DA,1106,2019,4,7/30/2019,7/30/2019,-24754.04,-24754.04,INR,-24754.04,INR,-24754.04,0,-24754.04,0,0,315113,Tata Steel Limited,,IGST on LD Tata Steel,GST Credit TSL LD,1600000142,,,,310300,Customer - Advance against Sale,198044,IGST Input Cr : Serv Proc: (1190) Kolkata,,198044,IGST Input Cr : Serv Proc: (1190) Kolkata,0,19,H,A,,100058228,7/31/2019,7/30/2019,1:24:15 PM,0,0,,,2
1000,Tata BlueScope Steel Ltd,113809,95004892,RV,1109,2019,12,3/11/2020,3/11/2020,302032.8,255960,INR,302032.8,INR,0,46072.8,255960,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,2525,,SI1904100059,,110000,Customer - Domestic,501020,Revenue DS - Sale of Services Domestic,,501020,Revenue DS - Sale of Services Domestic,0,1,S,,,,,3/11/2020,4:55:00 PM,0,0,,0,1
1000,Tata BlueScope Steel Ltd,100057906,,AB,1109,2019,4,7/31/2019,7/31/2019,-380140.76,-380140.76,INR,-380140.76,INR,0,0,-380140.76,0,0,307259,Tata Steel Limited,,,,100057906,,,,110000,Customer - Domestic,310300,Customer - Advance against Sale,,310300,Customer - Advance against Sale,0,17,H,,,100057906,7/31/2019,7/31/2019,3:56:57 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,1600000147,TRF ENTRY,DA,1106,2019,4,7/31/2019,7/31/2019,380140.76,380140.76,INR,380140.76,INR,380140.76,0,380140.76,0,0,305576,Tata Steel Ltd.,,Trf to 307259 IL36701907081828,Trf entry,1600000147,,,,110000,Customer - Domestic,307259,Tata Steel Limited,,307259,Tata Steel Limited,0,4,S,,,100057907,7/31/2019,7/31/2019,3:56:11 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100078765,,AB,1101,2019,5,8/29/2019,8/29/2019,992081,992081,INR,992081,INR,0,0,992081,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100078765,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100078765,8/29/2019,8/29/2019,4:52:05 PM,0,0,,,10
1000,Tata BlueScope Steel Ltd,100081970,,AB,1109,2019,5,8/31/2019,8/31/2019,-254204.56,-254204.56,INR,-254204.56,INR,0,0,-254204.56,0,0,307259,Tata Steel Limited,,,,100081970,,,,110000,Customer - Domestic,310300,Customer - Advance against Sale,,310300,Customer - Advance against Sale,0,17,H,,,100081970,8/31/2019,9/2/2019,6:46:39 AM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100082479,,AB,1101,2019,5,8/31/2019,8/31/2019,-365469.45,-365469.45,INR,-365469.45,INR,0,0,-365469.45,0,0,318999,Tata Steel Limited,,,,100082479,,,,111105,Customer - Retention,110000,Customer - Domestic,,110000,Customer - Domestic,0,19,H,Y,,100082479,8/31/2019,9/3/2019,5:43:10 AM,0,0,,,4
1000,Tata BlueScope Steel Ltd,100058249,,AB,1109,2019,4,7/31/2019,7/31/2019,-3614555.84,-3614555.84,INR,-3614555.84,INR,0,0,-3614555.84,0,0,318179,Tata Steel Limited,,,,100058249,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100058249,7/31/2019,8/1/2019,5:20:57 AM,0,0,,,3
1000,Tata BlueScope Steel Ltd,100082479,,AB,1101,2019,5,8/31/2019,8/31/2019,509193.39,509193.39,INR,509193.39,INR,509193.39,0,509193.39,0,0,318999,Tata Steel Limited,,Retention Erection,,100082479,,,,111105,Customer - Retention,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,Y,,100173604,11/30/2019,9/3/2019,5:43:10 AM,0,0,,,2
1000,Tata BlueScope Steel Ltd,1400003592,,DZ,1106,2019,4,7/4/2019,7/4/2019,-3143638,-3143638,INR,-3143638,INR,0,0,-3143638,0,0,305576,Tata Steel Ltd.,,IL36701907045618|HDFCR52019070,IL36701907045618|HDFCR520,1400003592,,,Receipt,310300,Customer - Advance against Sale,101105,Stanchart- Clearing Pune,,101105,Stanchart- Clearing Pune,0,19,H,A,,100055938,7/25/2019,7/5/2019,6:03:07 PM,0,0,,,2
1000,Tata BlueScope Steel Ltd,100075998,,AB,1106,2019,5,8/26/2019,8/26/2019,6259900,6259900,INR,6259900,INR,0,0,6259900,0,0,309728,Tata Steel Ltd - Growth Shop,,,,100075998,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100075998,8/26/2019,8/26/2019,5:45:08 PM,0,0,,,2
1000,Tata BlueScope Steel Ltd,1600000180,TRF ENTRY,DA,1106,2019,5,8/29/2019,8/29/2019,-303810.6,-303810.6,INR,-303810.6,INR,-303810.6,0,-303810.6,0,0,312193,Tata Steel Limited ( Kalinganagar),,Trf Fm 309085,Trf Entry,1600000180,,,,310300,Customer - Advance against Sale,309085,TATA STEEL LIMITED,,309085,TATA STEEL LIMITED,0,19,H,A,,100078765,8/29/2019,8/29/2019,11:06:59 AM,0,0,,,2
1000,Tata BlueScope Steel Ltd,101042,SI1904100006,RV,1109,2019,1,4/29/2019,4/29/2019,212211.2,179840,INR,212211.2,INR,0,32371.2,179840,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,2316,,4700069343/172,,110000,Customer - Domestic,501020,Revenue DS - Sale of Services Domestic,,501020,Revenue DS - Sale of Services Domestic,0,1,S,,,100005107,4/30/2019,4/29/2019,2:31:23 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100116355,,AB,1109,2019,6,9/30/2019,9/30/2019,308876.8,308876.8,INR,308876.8,INR,0,0,308876.8,0,0,312193,Tata Steel Limited ( Kalinganagar),,SI1904100034,,2316,,4700069343/172,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100123318,9/30/2019,9/30/2019,5:23:19 AM,0,0,,,2
1000,Tata BlueScope Steel Ltd,100081967,,AB,1109,2019,5,8/31/2019,8/31/2019,1833661,1833661,INR,1833661,INR,0,0,1833661,0,0,305576,Tata Steel Ltd.,,CI1904103045,,60427,,4404899885/901,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100122444,9/30/2019,9/2/2019,6:37:29 AM,0,0,,,2
1000,Tata BlueScope Steel Ltd,100113124,R OFF,SA,1108,2019,6,9/24/2019,9/24/2019,-0.43,-0.43,INR,-0.43,INR,0,0,-0.43,0,0,306263,Tata Steel limited ( CRC ),,R off-Small Balance306263,R off,100113124,,,,110000,Customer - Domestic,891305,Rounding differences,,891305,Rounding differences,0,17,H,,,100113124,9/24/2019,9/25/2019,4:36:55 PM,0,0,,,2
1000,Tata BlueScope Steel Ltd,101052,SI1904100007,RV,1109,2019,1,4/29/2019,4/29/2019,309431.4,262230,INR,309431.4,INR,0,47201.4,262230,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,2316,,4700069343/172,,110000,Customer - Domestic,501020,Revenue DS - Sale of Services Domestic,,501020,Revenue DS - Sale of Services Domestic,0,1,S,,,100005107,4/30/2019,4/29/2019,4:47:22 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,1400004796,,DZ,1101,2019,5,8/5/2019,8/5/2019,-1743896.04,-1743896.04,INR,-1743896.04,INR,0,0,-1743896.04,0,0,318999,Tata Steel Limited,,IL36701908052447|HDFCR52019080,IL36701908052447|HDFCR520,1400004796,,,Receipt,310300,Customer - Advance against Sale,101105,Stanchart- Clearing Pune,,101105,Stanchart- Clearing Pune,0,19,H,A,,100076146,8/26/2019,8/8/2019,11:42:46 AM,0,0,,,2
1000,Tata BlueScope Steel Ltd,1400005437,,DZ,1101,2019,5,8/29/2019,8/29/2019,-3431713.39,-3431713.39,INR,-3431713.39,INR,0,0,-3431713.39,0,0,312948,"Tata Steel Limited, �Wire Division",,IL36701908294865|HDFCR52019082,IL36701908294865|HDFCR520,1400005437,,,Receipt,310300,Customer - Advance against Sale,101105,Stanchart- Clearing Pune,,101105,Stanchart- Clearing Pune,0,19,H,A,,100081995,8/31/2019,8/30/2019,11:53:37 AM,0,0,,,2
1000,Tata BlueScope Steel Ltd,100058463,,AB,1109,2019,4,7/31/2019,7/31/2019,6579,6579,INR,6579,INR,0,0,6579,0,0,312193,Tata Steel Limited ( Kalinganagar),,TDS SI1904100022,,2316,,4700069343/172,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100173563,11/30/2019,8/1/2019,1:50:32 PM,0,0,,,4
1000,Tata BlueScope Steel Ltd,100055956,,AB,1109,2019,4,7/25/2019,7/25/2019,-672600,-672600,INR,-672600,INR,0,0,-672600,0,0,313029,Tata Steel Limited,,,,100055956,,,,110000,Customer - Domestic,310300,Customer - Advance against Sale,,310300,Customer - Advance against Sale,0,17,H,,,100055956,7/25/2019,7/25/2019,3:45:40 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100074926,,AB,1109,2019,5,8/24/2019,8/24/2019,-396480,-396480,INR,-396480,INR,0,0,-396480,0,0,304431,Tata Steel Limited (Tubes Division),,,,100074926,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100074926,8/24/2019,8/24/2019,1:23:14 PM,0,0,,,3
1000,Tata BlueScope Steel Ltd,100058209,,AB,1109,2019,4,7/31/2019,7/31/2019,388161,388161,INR,388161,INR,0,0,388161,0,0,312193,Tata Steel Limited ( Kalinganagar),,SI1904100022,,2316,,4700069343/172,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100058463,7/31/2019,8/1/2019,4:43:44 AM,0,0,,,5
1000,Tata BlueScope Steel Ltd,100081967,,AB,1109,2019,5,8/31/2019,8/31/2019,2416168,2416168,INR,2416168,INR,0,0,2416168,0,0,305576,Tata Steel Ltd.,,CI1904102755,,60204,,4404806804/901,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100122444,9/30/2019,9/2/2019,6:37:29 AM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100122987,,AB,1109,2019,6,9/30/2019,9/30/2019,-2394019.4,-2394019.4,INR,-2394019.4,INR,0,0,-2394019.4,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100122987,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100122987,9/30/2019,10/1/2019,11:33:24 AM,0,0,,,8
1000,Tata BlueScope Steel Ltd,100055939,,AB,1108,2019,4,7/25/2019,7/25/2019,-2769100,-2769100,INR,-2769100,INR,0,0,-2769100,0,0,306263,Tata Steel limited ( CRC ),,,,100055939,,,,110000,Customer - Domestic,310300,Customer - Advance against Sale,,310300,Customer - Advance against Sale,0,17,H,,,100055939,7/25/2019,7/25/2019,3:19:45 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,106080,SI1901100029,RV,1101,2019,5,8/26/2019,8/26/2019,1437239.38,1217999.48,INR,1437239.38,INR,0,219239.9,1217999.48,0,0,318999,Tata Steel Limited,,,,2388,,3000125388/806,,110000,Customer - Domestic,501020,Revenue DS - Sale of Services Domestic,,501020,Revenue DS - Sale of Services Domestic,0,1,S,,,100082045,8/31/2019,8/26/2019,2:30:00 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100123319,,AB,1106,2019,6,9/30/2019,9/30/2019,1246952.8,1246952.8,INR,1246952.8,INR,0,0,1246952.8,0,0,305576,Tata Steel Ltd.,,,,100123319,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100123319,9/30/2019,10/1/2019,2:05:10 PM,0,0,,,2
1000,Tata BlueScope Steel Ltd,100058463,,AB,1109,2019,4,7/31/2019,7/31/2019,7643.4,7643.4,INR,7643.4,INR,0,0,7643.4,0,0,312193,Tata Steel Limited ( Kalinganagar),,TDS SI1904100020,,2316,,4700069343/172,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100173563,11/30/2019,8/1/2019,1:50:32 PM,0,0,,,2
1000,Tata BlueScope Steel Ltd,100122987,,AB,1109,2019,6,9/30/2019,9/30/2019,499730,499730,INR,499730,INR,0,0,499730,0,0,312193,Tata Steel Limited ( Kalinganagar),,SI1904100038,,2316,,4700069343/172,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100173530,11/30/2019,10/1/2019,11:33:24 AM,0,0,,,4
1000,Tata BlueScope Steel Ltd,100082045,,AB,1101,2019,5,8/31/2019,8/31/2019,1437239.38,1437239.38,INR,1437239.38,INR,0,0,1437239.38,0,0,318999,Tata Steel Limited,,SI1901100029,,2388,,3000125388/806,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100082479,8/31/2019,9/2/2019,8:27:51 AM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100057912,,AB,1101,2019,4,7/31/2019,7/31/2019,527318.91,527318.91,INR,527318.91,INR,0,0,527318.91,0,0,318999,Tata Steel Limited,,CI1901101069,,100057912,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100082045,8/31/2019,7/31/2019,4:47:16 PM,0,0,,,4
1000,Tata BlueScope Steel Ltd,100081987,,AB,1109,2019,5,8/31/2019,8/31/2019,3942514.09,3942514.09,INR,3942514.09,INR,0,0,3942514.09,0,0,311155,Tata steel (Engineering Services),,CI1904103099,,60431,,4404900489/133,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100143931,10/31/2019,9/2/2019,7:03:30 AM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100057535,LD DEBIT,AB,1101,2019,4,7/30/2019,7/30/2019,24753.6,24753.6,INR,24753.6,INR,0,0,24753.6,0,0,315113,Tata Steel Limited,,LD Debit as per mail Attchment  ( GST ),LD Debit,100057535,,,,110000,Customer - Domestic,M0262,MUKTA ENGINEERS,,M0262,MUKTA ENGINEERS,0,4,S,,100057533,100057535,7/30/2019,7/30/2019,3:11:59 PM,0,0,,,2
1000,Tata BlueScope Steel Ltd,100057908,,AB,1109,2019,4,7/31/2019,7/31/2019,3351327.71,3351327.71,INR,3351327.71,INR,0,0,3351327.71,0,0,311155,Tata steel (Engineering Services),,CI1904102414,,59854,,4404744126/133,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100122462,9/30/2019,7/31/2019,4:29:51 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100058209,,AB,1108,2019,4,7/31/2019,7/31/2019,210068.32,210068.32,INR,210068.32,INR,0,0,210068.32,0,0,312193,Tata Steel Limited ( Kalinganagar),,SI1901100021,,2346,,4700070596/172,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100078765,8/29/2019,8/1/2019,4:43:44 AM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100123327,,AB,1109,2019,6,9/30/2019,9/30/2019,-396480,-396480,INR,-396480,INR,0,0,-396480,0,0,304431,Tata Steel Limited (Tubes Division),,,,100123327,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100123327,9/30/2019,10/1/2019,2:45:30 PM,0,0,,,3
1000,Tata BlueScope Steel Ltd,113895,95004895,RV,1109,2019,12,3/13/2020,3/13/2020,542115.6,459420,INR,542115.6,INR,0,82695.6,459420,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,2525,,SI1904100061,,110000,Customer - Domestic,501020,Revenue DS - Sale of Services Domestic,,501020,Revenue DS - Sale of Services Domestic,0,1,S,,,,,3/13/2020,3:19:00 PM,0,0,,0,1
1000,Tata BlueScope Steel Ltd,106330,CI1901101406,RV,1108,2019,5,8/30/2019,8/30/2019,230723.4,195528.3,INR,230723.4,INR,0,35195.1,195528.3,0,0,312948,"Tata Steel Limited, �Wire Division",,,,60206,,2100569670/807,,110000,Customer - Domestic,501005,Revenue DS - Domestic Sales,,501005,Revenue DS - Domestic Sales,0,1,S,,,100081995,8/31/2019,8/30/2019,3:12:03 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100078765,,AB,1108,2019,5,8/29/2019,8/29/2019,3560.48,3560.48,INR,3560.48,INR,0,0,3560.48,0,0,312193,Tata Steel Limited ( Kalinganagar),,TDS SI1901100021,,2346,,4700070596/172,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100173563,11/30/2019,8/29/2019,4:52:05 PM,0,0,,,4
1000,Tata BlueScope Steel Ltd,104207,CI1901101068,RV,1101,2019,4,7/4/2019,7/4/2019,371198.09,314574.65,INR,371198.09,INR,0,56623.44,314574.65,0,0,318999,Tata Steel Limited,,,,104207,,,,110000,Customer - Domestic,501040,Project Revenue - Domestic,,501040,Project Revenue - Domestic,0,1,S,,,100057912,7/31/2019,7/4/2019,12:44:45 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100058209,,AB,1109,2019,4,7/31/2019,7/31/2019,-2445983.06,-2445983.06,INR,-2445983.06,INR,0,0,-2445983.06,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100058209,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100058209,7/31/2019,8/1/2019,4:43:44 AM,0,0,,,9
1000,Tata BlueScope Steel Ltd,100078765,,AB,1109,2019,5,8/29/2019,8/29/2019,7407.2,7407.2,INR,7407.2,INR,0,0,7407.2,0,0,312193,Tata Steel Limited ( Kalinganagar),,TDS SI1904100023,,2316,,4700069343/172,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100173563,11/30/2019,8/29/2019,4:52:05 PM,0,0,,,5
1000,Tata BlueScope Steel Ltd,100123318,,AB,1109,2019,6,9/30/2019,9/30/2019,-1268452.8,-1268452.8,INR,-1268452.8,INR,0,0,-1268452.8,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100123318,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100123318,9/30/2019,10/1/2019,2:02:01 PM,0,0,,,7
1000,Tata BlueScope Steel Ltd,100123319,,AB,1106,2019,6,9/30/2019,9/30/2019,-1246952.8,-1246952.8,INR,-1246952.8,INR,0,0,-1246952.8,0,0,305576,Tata Steel Ltd.,,,,100123319,,,,110000,Customer - Domestic,310300,Customer - Advance against Sale,,310300,Customer - Advance against Sale,0,17,H,,,100123319,9/30/2019,10/1/2019,2:05:10 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100058209,,AB,1109,2019,4,7/31/2019,7/31/2019,344383,344383,INR,344383,INR,0,0,344383,0,0,312193,Tata Steel Limited ( Kalinganagar),,SI1904100021,,2316,,4700069343/172,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100058463,7/31/2019,8/1/2019,4:43:44 AM,0,0,,,4
1000,Tata BlueScope Steel Ltd,100082045,,AB,1101,2019,5,8/31/2019,8/31/2019,18773844.95,18773844.95,INR,18773844.95,INR,0,0,18773844.95,0,0,318999,Tata Steel Limited,,,,100082045,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100082045,8/31/2019,9/2/2019,8:27:51 AM,0,0,,,6
1000,Tata BlueScope Steel Ltd,1400003914,,DZ,1106,2019,4,7/12/2019,7/12/2019,-672600,-672600,INR,-672600,INR,0,0,-672600,0,0,313029,Tata Steel Limited,,IL36701907126076|HDFCR52019071,IL36701907126076|HDFCR520,1400003914,,,Receipt,310300,Customer - Advance against Sale,101105,Stanchart- Clearing Pune,,101105,Stanchart- Clearing Pune,0,19,H,A,,100055956,7/25/2019,7/16/2019,12:17:12 PM,0,0,,,2
